subjid,country,normal_vision,hispanic,race,color_blind,gender,education_level,fluent_english,household_income,dob
L8ega4xIVuXXw0red,United States,Yes,No,Asian,No,Male,Graduate Degree (MA/MS/MPhil/Other),Yes,"$100,000–$199,999",1994-04-19
g9RbB9CKARlXqZpurple,United States,Yes,No,Caucasian/White,No,Female,Undergraduate Degree (BA/BS/Other),Yes,I prefer not to answer,1987-10-26
rfDaU15KPmQAWapurple,United States,Yes,No,Black/African American,No,Female,Technical/Community College,Yes,"$20,000–$39,999",1997-06-02
OGnbKD3L1ui9Xxpurple,United States,Yes,No,Asian,No,Male,Undergraduate Degree (BA/BS/Other),Yes,"$60,000–$79,999",1982-03-27
L8ega4xIVuXXw0purple,United States,Yes,No,Caucasian/White,No,Female,Undergraduate Degree (BA/BS/Other),Yes,"$60,000–$79,999",1968-05-26
M8dSL0S7sLftMipurple,United States,Yes,No,Caucasian/White,No,Female,No Formal Qualifications,Yes,"$40,000–$59,999",1953-07-31
PUc4EleMaTGBw1purple,United States,Yes,No,Mixed Race,No,Female,Technical/Community College,Yes,"$200,000–$299,999",1968-12-11
houjqcWO2aD5Ovred,United States,Yes,No,Caucasian/White,No,Female,Graduate Degree (MA/MS/MPhil/Other),Yes,"$20,000–$39,999",1966-11-06
OGnbKD3L1ui9Xxred,United States,Yes,No,Caucasian/White,No,Male,Undergraduate Degree (BA/BS/Other),Yes,"$20,000–$39,999",1982-05-01
mM1rQ6aOZHXZPYred,United States,Yes,No,Caucasian/White,No,Female,High School Diploma (A-levels),Yes,"Less than $20,000",2000-08-22
V1ZNTsuOwNNanUred,United States,Yes,Yes,Caucasian/White,No,Other,Doctorate Degree (PhD/Other),Yes,"$40,000–$59,999",1987-10-15
yPQzz9iPJVUCQmpurple,United States,Yes,No,Caucasian/White,No,Male,Undergraduate Degree (BA/BS/Other),Yes,"$60,000–$79,999",1980-08-15
PUc4EleMaTGBw1red,United States,Yes,No,Black/African American,No,Male,Graduate Degree (MA/MS/MPhil/Other),Yes,"$100,000–$199,999",1997-03-12
Q3FSUc25MP9a9ipurple,United States,Yes,No,Caucasian/White,No,Male,Graduate Degree (MA/MS/MPhil/Other),Yes,"$80,000–$99,999",1986-09-03
eahENvyR1hEzyyred,United States,Yes,No,Caucasian/White,No,Male,Undergraduate Degree (BA/BS/Other),Yes,"$200,000–$299,999",1985-10-29
V1ZNTsuOwNNanUpurple,United States,Yes,No,Caucasian/White,Yes,Male,Undergraduate Degree (BA/BS/Other),Yes,"$60,000–$79,999",1989-08-10
z0O7HwJVCNFeQWred,United States,Yes,No,Caucasian/White,No,Male,Graduate Degree (MA/MS/MPhil/Other),Yes,"$40,000–$59,999",1998-03-03
bVmYLCYVLxicfdred,United States,Yes,Yes,Caucasian/White,No,Male,High School Diploma (A-levels),Yes,I prefer not to answer,2003-12-30
eHJwnNWVTuevGVred,United States,Yes,No,Caucasian/White,No,Male,Undergraduate Degree (BA/BS/Other),Yes,"Less than $20,000",1993-12-08
uaeO7LcVVuS0Z1red,United States,Yes,No,Caucasian/White,No,Male,High School Diploma (A-levels),Yes,I prefer not to answer,1978-09-01
oAvUXcfVXu9fNUred,United States,Yes,No,Caucasian/White,No,Female,Technical/Community College,Yes,"$40,000–$59,999",1980-08-12
bmhBXmNWjwNytipurple,United States,Yes,No,Mixed Race,No,Female,High School Diploma (A-levels),Yes,"$40,000–$59,999",1966-01-28
h2rgccCXDFdHoMpurple,United States,Yes,No,Caucasian/White,No,Female,Undergraduate Degree (BA/BS/Other),Yes,"$80,000–$99,999",1993-01-03
ZYj0ZWjZBPKjxgpurple,United States,Yes,No,Caucasian/White,No,Female,Undergraduate Degree (BA/BS/Other),Yes,"$20,000–$39,999",1994-09-12
ZYj0ZWjZBPKjxgred,United States,Yes,No,Caucasian/White,No,Male,High School Diploma (A-levels),Yes,"$20,000–$39,999",1987-05-02
bVmYLCYVLxicfdpurple,United States,Yes,No,Caucasian/White,No,Male,High School Diploma (A-levels),Yes,"$60,000–$79,999",1980-07-11
uJKusy6bZo6nxrred,United States,Yes,No,Asian,No,Male,Undergraduate Degree (BA/BS/Other),Yes,"$200,000–$299,999",1995-12-12
bmhBXmNWjwNytired,United States,Yes,No,Caucasian/White,No,Male,Technical/Community College,Yes,"$40,000–$59,999",1991-10-29
dmTiVlq5I8a5zGred,United States,Yes,No,Caucasian/White,No,Female,Technical/Community College,Yes,"$60,000–$79,999",1974-10-10
j1CE0wpe15K6ohpurple,United States,Yes,No,Caucasian/White,No,Male,High School Diploma (A-levels),Yes,"$40,000–$59,999",1992-06-02
e5Jo6R4H6phjhcred,United States,Yes,No,Asian,No,Male,High School Diploma (A-levels),Yes,"$40,000–$59,999",1997-01-01
eHJwnNWVTuevGVpurple,United States,Yes,No,Asian,No,Male,Undergraduate Degree (BA/BS/Other),Yes,"$60,000–$79,999",1986-10-08
eahENvyR1hEzyypurple,United States,Yes,No,Caucasian/White,No,Male,Undergraduate Degree (BA/BS/Other),Yes,"$60,000–$79,999",1981-05-08
fUNmskwebiBzHupurple,United States,Yes,No,Mixed Race,No,Female,Graduate Degree (MA/MS/MPhil/Other),Yes,"$100,000–$199,999",1983-07-11
fDAlORuC7CcToOred,United States,Yes,No,Caucasian/White,No,Male,Graduate Degree (MA/MS/MPhil/Other),Yes,"$100,000–$199,999",0973-05-25
fUNmskwebiBzHured,United States,Yes,No,Mixed Race,No,Female,Technical/Community College,Yes,"$20,000–$39,999",1995-03-13
g9RbB9CKARlXqZred,United States,Yes,No,Caucasian/White,No,Male,High School Diploma (A-levels),Yes,"Less than $20,000",1975-02-21
gTRM2td1f8g75yred,United States,Yes,No,Caucasian/White,No,Male,Undergraduate Degree (BA/BS/Other),Yes,"$60,000–$79,999",1989-02-24
iGDgW3dgzRD0xEred,United States,Yes,Yes,Mixed Race,No,Female,Graduate Degree (MA/MS/MPhil/Other),Yes,"$80,000–$99,999",1993-10-23
h2rgccCXDFdHoMred,United States,Yes,No,Asian,No,Male,Undergraduate Degree (BA/BS/Other),Yes,"$60,000–$79,999",1994-10-20
houjqcWO2aD5Ovpurple,United States,Yes,No,Caucasian/White,No,Female,High School Diploma (A-levels),Yes,"$100,000–$199,999",1978-06-09
hqdXjJ50oSQrNkred,United States,Yes,Yes,Asian,No,Male,Undergraduate Degree (BA/BS/Other),Yes,I prefer not to answer,2001-04-26
iGDgW3dgzRD0xEpurple,United States,Yes,No,Black/African American,No,Male,High School Diploma (A-levels),Yes,"$20,000–$39,999",1985-09-25
iadzI1R6uWA2BGpurple,United States,Yes,No,Caucasian/White,No,Male,High School Diploma (A-levels),Yes,"$20,000–$39,999",1981-04-20
j1CE0wpe15K6ohred,United States,Yes,No,Caucasian/White,No,Male,High School Diploma (A-levels),Yes,"Less than $20,000",1955-07-23
taclqy4j1clbuxred,United States,Yes,No,Caucasian/White,No,Male,Undergraduate Degree (BA/BS/Other),Yes,"$40,000–$59,999",1994-03-14
rh6PzaUldpAADMpurple,United States,Yes,No,Caucasian/White,No,Male,Undergraduate Degree (BA/BS/Other),Yes,"$20,000–$39,999",1992-11-11
mM1rQ6aOZHXZPYpurple,United States,Yes,No,Caucasian/White,No,Male,Technical/Community College,Yes,"$20,000–$39,999",1961-09-15
nAgTrmO6PiN2Igpurple,United States,Yes,No,Caucasian/White,No,Male,Undergraduate Degree (BA/BS/Other),Yes,"$40,000–$59,999",1997-11-20
oAvUXcfVXu9fNUpurple,United States,Yes,No,Caucasian/White,No,Female,Undergraduate Degree (BA/BS/Other),Yes,"$20,000–$39,999",1990-12-27
ouhiwVy9ZhPkYvpurple,United States,Yes,No,Caucasian/White,No,Male,Technical/Community College,Yes,"Less than $20,000",1964-12-14
rfy8O7jpwX6MUxred,United States,Yes,No,Caucasian/White,No,Male,Undergraduate Degree (BA/BS/Other),Yes,"$100,000–$199,999",1983-08-20
pyDbTJHCtGh8uCpurple,United States,Yes,No,Asian,No,Male,Undergraduate Degree (BA/BS/Other),Yes,"$20,000–$39,999",1984-12-03
r4JuAS09h5xvjVred,United States,Yes,No,Caucasian/White,No,Male,High School Diploma (A-levels),Yes,"Less than $20,000",1982-08-01
rfDaU15KPmQAWared,United States,Yes,No,Caucasian/White,No,Male,Undergraduate Degree (BA/BS/Other),Yes,"$60,000–$79,999",1964-01-15
rfy8O7jpwX6MUxpurple,United States,Yes,No,Black/African American,No,Male,Undergraduate Degree (BA/BS/Other),Yes,"$40,000–$59,999",1995-07-20
rh6PzaUldpAADMred,United States,No,No,Caucasian/White,No,Male,High School Diploma (A-levels),Yes,"$20,000–$39,999",1991-08-06
taclqy4j1clbuxpurple,United States,Yes,No,Caucasian/White,No,Male,Graduate Degree (MA/MS/MPhil/Other),Yes,"$40,000–$59,999",1991-04-07
tmdsDcY2zwomgIred,United States,Yes,No,Caucasian/White,No,Male,Technical/Community College,Yes,"Less than $20,000",1978-01-13
uJKusy6bZo6nxrpurple,United States,Yes,No,Caucasian/White,No,Male,Graduate Degree (MA/MS/MPhil/Other),Yes,"$100,000–$199,999",1953-11-03
uaeO7LcVVuS0Z1purple,United States,Yes,No,Caucasian/White,No,Male,Undergraduate Degree (BA/BS/Other),Yes,"Less than $20,000",1996-03-11
ucChqUN1ymnylPpurple,United States,Yes,No,Caucasian/White,No,Female,High School Diploma (A-levels),Yes,"$20,000–$39,999",1989-02-14
vCkogSq5b7No2Tred,United States,Yes,No,Caucasian/White,No,Male,Undergraduate Degree (BA/BS/Other),Yes,"$60,000–$79,999",1975-07-29
vtHWGpc72DWM7Ured,United States,Yes,No,Caucasian/White,No,Male,Undergraduate Degree (BA/BS/Other),Yes,"$60,000–$79,999",1989-10-20
w2ixw51E2kOOXppurple,United States,Yes,No,Caucasian/White,No,Male,Undergraduate Degree (BA/BS/Other),Yes,"$100,000–$199,999",1988-04-06
yExSMPVAyBy9Yipurple,United States,Yes,No,Caucasian/White,No,Female,Undergraduate Degree (BA/BS/Other),Yes,"$60,000–$79,999",1984-10-03
yM7Mq6iCXeB9Svpurple,United States,Yes,Yes,Caucasian/White,No,Male,Undergraduate Degree (BA/BS/Other),Yes,"$60,000–$79,999",1991-10-19
yPQzz9iPJVUCQmred,United States,Yes,No,Caucasian/White,No,Male,Technical/Community College,Yes,"$100,000–$199,999",1975-10-15
z0O7HwJVCNFeQWpurple,United States,Yes,No,Caucasian/White,No,Female,High School Diploma (A-levels),Yes,"$60,000–$79,999",1990-07-30
